conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1939159446518931709,Sun Jun 29 08:04:37 +0000 2025,0,@TuanTakur_25 Hahah di kira mau bunuh diri ya,1939233530074239272,,TuanTakur_25,in,,0,0,0,https://x.com/undefined/status/1939233530074239272,1047003708,
1939226013378256968,Sun Jun 29 07:43:05 +0000 2025,0,@ssalmonsashimy yang jadi pemenang bayi anaknya junhee si gihun goblok mati bunuh diri terus sidetektif goblok juga gk bisa gagal game sampai game selesai dan pulaunya hancur karane terexpose,1939228112849641970,,ssalmonsashimy,in,,0,0,0,https://x.com/undefined/status/1939228112849641970,2487673759,
1939226989162062118,Sun Jun 29 07:38:37 +0000 2025,0,bunuh diri di dermaga estetik ga sih,1939226989162062118,,,in,,0,0,0,https://x.com/undefined/status/1939226989162062118,1363828246425444352,
1939225340553175479,Sun Jun 29 07:32:04 +0000 2025,0,besok abis uas bunuh diri aja lah dah males gw,1939225340553175479,,,in,,0,0,0,https://x.com/undefined/status/1939225340553175479,1276900408816852992,
1938947475806827001,Sun Jun 29 07:16:14 +0000 2025,0,@karunansara (c) hadapannya adalah Sagara Sailendra di ranjang rumah sakit St. Mungo. Rencanakan bunuh diri bersama tunangan tercinta; tapi gagal sebab nyatanya ia selamat. Ia selamat karena adiknya Ayu siaga. ⠀⠀⠀Pertanyaan Ian menghunus dadanya sebagaimana pertanyaan Sagara dulu. (c),1939221352864792916,,FURILENTO,in,,0,1,0,https://x.com/undefined/status/1939221352864792916,2739352268,
1939220254170980618,Sun Jun 29 07:11:52 +0000 2025,0,Bunuh diri atau kabur,1939220254170980618,,,in,,0,0,0,https://x.com/undefined/status/1939220254170980618,1868617451296219136,
1939217866202751178,Sun Jun 29 07:02:22 +0000 2025,0,Jolani bentar lg damai dengan israel suriah masuk di list abraham accord nya israel.. Wahabi pemuja jolani bunuh diri massal lo pade semua dahh,1939217866202751178,,,in,,0,0,0,https://x.com/undefined/status/1939217866202751178,1052533542427623426,
1939216923641999648,Sun Jun 29 06:58:38 +0000 2025,0,Gw tetap keukeuh bilang cancel culture itu jahat krn udah ada orang meninggal bunuh diri krn itu meskipun dia ga bersalah sampai segitunya. https://t.co/B2hXz363Rx,1939216923641999648,https://pbs.twimg.com/tweet_video_thumb/Gul7geqaUAAsHY6.jpg,,in,,0,0,0,https://x.com/undefined/status/1939216923641999648,62229279,
1939214624966267252,Sun Jun 29 06:49:30 +0000 2025,0,kenapa di blok woyyank?apa?kenapa diblokha?ya orang telpon telpon terus ya kenapa?kan aku pengen telponan ya masa ga boleh login sih yaallah apa siywdah jawab dulu anj lama bunuh diri gwstres anying https://t.co/dUEvWsOVGp,1939214624966267252,https://pbs.twimg.com/media/Gul5bGvaIAAx9DL.jpg,,in,,0,3,0,https://x.com/undefined/status/1939214624966267252,1542142572340326400,
1938913446936121632,Sun Jun 29 06:44:25 +0000 2025,1,@IzzraifHarz Aku dah start menyampah dgn cita Korea lepas tengok Squid Game S3 sikit2 bunuh diri. Ye tahu negara kau suicide rate paling tinggi tapi xde maknanya kalau hampir semua pemain kau dlm Squid Game kalah sbb bunuh diri. Nak bagi mesej apa sebenarnya??,1939213347758735370,,IzzraifHarz,in,,0,0,0,https://x.com/undefined/status/1939213347758735370,1477298011399081984,
