Review,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_akhir,text_stemming
Manteb banget design nya seolah olah arahnya menjurus ke seksual/bunuh diri.,Manteb banget design nya seolah olah arahnya menjurus ke seksual bunuh diri,manteb banget design nya seolah olah arahnya menjurus ke seksual bunuh diri,mantap banget design ya seolah olah arahnya menjurus ke seksual bunuh diri,"['mantap', 'banget', 'design', 'ya', 'seolah', 'olah', 'arahnya', 'menjurus', 'ke', 'seksual', 'bunuh', 'diri']","['mantap', 'banget', 'design', 'olah', 'arahnya', 'menjurus', 'seksual', 'bunuh']",mantap banget design olah arahnya menjurus seksual bunuh,mantap banget design olah arah jurus seksual bunuh
@vungavangke @bersuang @DivHumas_Polri Drakor Partner of Justice. Jaksa polisi dan dokter forensik kerjasama mengungkap apakah orang mati bunuh diri atau dibunuh. Bahkan kalo dibunuh dan ternyata penyebab kematian bukan krn dibunuh tetep aja bukan pembunuhan. Tapi hidup ga seindah drakor apalg ini di konoha.,Drakor Partner of Justice Jaksa polisi dan dokter forensik kerjasama mengungkap apakah orang mati bunuh diri atau dibunuh Bahkan kalo dibunuh dan ternyata penyebab kematian bukan krn dibunuh tetep aja bukan pembunuhan Tapi hidup ga seindah drakor apalg ini di konoha,drakor partner of justice jaksa polisi dan dokter forensik kerjasama mengungkap apakah orang mati bunuh diri atau dibunuh bahkan kalo dibunuh dan ternyata penyebab kematian bukan krn dibunuh tetep aja bukan pembunuhan tapi hidup ga seindah drakor apalg ini di konoha,drakor partner of justice jaksa polisi dan dokter forensik kerjasama mengungkap apakah orang mati bunuh diri atau dibunuh bahkan kalau dibunuh dan ternyata penyebab kematian bukan karena dibunuh tetap saja bukan pembunuhan tapi hidup tidak seindah drakor apalagi ini di konoha,"['drakor', 'partner', 'of', 'justice', 'jaksa', 'polisi', 'dan', 'dokter', 'forensik', 'kerjasama', 'mengungkap', 'apakah', 'orang', 'mati', 'bunuh', 'diri', 'atau', 'dibunuh', 'bahkan', 'kalau', 'dibunuh', 'dan', 'ternyata', 'penyebab', 'kematian', 'bukan', 'karena', 'dibunuh', 'tetap', 'saja', 'bukan', 'pembunuhan', 'tapi', 'hidup', 'tidak', 'seindah', 'drakor', 'apalagi', 'ini', 'di', 'konoha']","['drakor', 'partner', 'justice', 'jaksa', 'polisi', 'dokter', 'forensik', 'kerjasama', 'mengungkap', 'orang', 'mati', 'bunuh', 'dibunuh', 'dibunuh', 'penyebab', 'kematian', 'dibunuh', 'pembunuhan', 'hidup', 'seindah', 'drakor', 'konoha']",drakor partner justice jaksa polisi dokter forensik kerjasama mengungkap orang mati bunuh dibunuh dibunuh penyebab kematian dibunuh pembunuhan hidup seindah drakor konoha,drakor partner justice jaksa polisi dokter forensik kerjasama ungkap orang mati bunuh bunuh bunuh sebab mati bunuh bunuh hidup indah drakor konoha
Gak sampek nalarku lek sampek bunuh diri. Wong wong iki ga tau ndelok conan opo yo,Gak sampek nalarku lek sampek bunuh diri Wong wong iki ga tau ndelok conan opo yo,gak sampek nalarku lek sampek bunuh diri wong wong iki ga tau ndelok conan opo yo,tidak sampai nalarku lek sampai bunuh diri wong wong iki tidak tau ndelok conan opo ya,"['tidak', 'sampai', 'nalarku', 'lek', 'sampai', 'bunuh', 'diri', 'wong', 'wong', 'iki', 'tidak', 'tau', 'ndelok', 'conan', 'opo', 'ya']","['nalarku', 'lek', 'bunuh', 'iki', 'tau', 'ndelok', 'conan', 'opo']",nalarku lek bunuh iki tau ndelok conan opo,nalar lek bunuh iki tau ndelok conan opo
I got it kenapa banyak mahasiswa akhir bunuh diri,I got it kenapa banyak mahasiswa akhir bunuh diri,i got it kenapa banyak mahasiswa akhir bunuh diri,i got itu kenapa banyak mahasiswa akhir bunuh diri,"['i', 'got', 'itu', 'kenapa', 'banyak', 'mahasiswa', 'akhir', 'bunuh', 'diri']","['got', 'mahasiswa', 'bunuh']",got mahasiswa bunuh,got mahasiswa bunuh
@MasBRO_back Bunuh diri yang tidak masuk akal,Bunuh diri yang tidak masuk akal,bunuh diri yang tidak masuk akal,bunuh diri yang tidak masuk akal,"['bunuh', 'diri', 'yang', 'tidak', 'masuk', 'akal']","['bunuh', 'masuk', 'akal']",bunuh masuk akal,bunuh masuk akal
Lelaki Myanmar bunuh rakan sebilik sembunyi 10 hari sebelum dicekup SUNGAI PETANI Seorang lelaki warga Myanmar yang disyaki membunuh rakan sebiliknya di sebuah tapak pembinaan di Bandar Utama di sini berjaya ditahan polis selepas 10 hari melarikan diri. Ketua Polis Daerah https://t.co/11iklc31SH,Lelaki Myanmar bunuh rakan sebilik sembunyi hari sebelum dicekup SUNGAI PETANI Seorang lelaki warga Myanmar yang disyaki membunuh rakan sebiliknya di sebuah tapak pembinaan di Bandar Utama di sini berjaya ditahan polis selepas hari melarikan diri Ketua Polis Daerah,lelaki myanmar bunuh rakan sebilik sembunyi hari sebelum dicekup sungai petani seorang lelaki warga myanmar yang disyaki membunuh rakan sebiliknya di sebuah tapak pembinaan di bandar utama di sini berjaya ditahan polis selepas hari melarikan diri ketua polis daerah,lelaki myanmar bunuh rakan sebilik sembunyi hari sebelum dicekup sungai petani seorang lelaki warga myanmar yang disyaki membunuh rakan sebiliknya di sebuah tapak pembinaan di bandar utama di sini berjaya ditahan polis selepas hari melarikan diri ketua polis daerah,"['lelaki', 'myanmar', 'bunuh', 'rakan', 'sebilik', 'sembunyi', 'hari', 'sebelum', 'dicekup', 'sungai', 'petani', 'seorang', 'lelaki', 'warga', 'myanmar', 'yang', 'disyaki', 'membunuh', 'rakan', 'sebiliknya', 'di', 'sebuah', 'tapak', 'pembinaan', 'di', 'bandar', 'utama', 'di', 'sini', 'berjaya', 'ditahan', 'polis', 'selepas', 'hari', 'melarikan', 'diri', 'ketua', 'polis', 'daerah']","['lelaki', 'myanmar', 'bunuh', 'rakan', 'sebilik', 'sembunyi', 'dicekup', 'sungai', 'petani', 'lelaki', 'warga', 'myanmar', 'disyaki', 'membunuh', 'rakan', 'sebiliknya', 'tapak', 'pembinaan', 'bandar', 'utama', 'berjaya', 'ditahan', 'polis', 'selepas', 'melarikan', 'ketua', 'polis', 'daerah']",lelaki myanmar bunuh rakan sebilik sembunyi dicekup sungai petani lelaki warga myanmar disyaki membunuh rakan sebiliknya tapak pembinaan bandar utama berjaya ditahan polis selepas melarikan ketua polis daerah,lelaki myanmar bunuh rak bilik sembunyi cekup sungai tani lelaki warga myanmar syak bunuh rak bilik tapak bina bandar utama jaya tahan polis lepas lari ketua polis daerah
@Bacaceritaapa Anjirrr kisah bunuh diri ik,Anjirrr kisah bunuh diri ik,anjirrr kisah bunuh diri ik,anjir kisah bunuh diri ik,"['anjir', 'kisah', 'bunuh', 'diri', 'ik']","['anjir', 'kisah', 'bunuh', 'ik']",anjir kisah bunuh ik,anjir kisah bunuh ik
@soyakacangcoco @kegblgnunfaedh Kasus kematian diplomat Arya Daru Pangayunan: Polisi kesimpulkan bunuh diri akibat mati lemas dari gangguan oksigen di saluran napas tanpa pidana. Bukti: lakban kuning alat kontrasepsi pelumas HP laptop kartu akses. Diduga asphyxiation erotis yang gagal. Keluarga ragu ,Kasus kematian diplomat Arya Daru Pangayunan Polisi kesimpulkan bunuh diri akibat mati lemas dari gangguan oksigen di saluran napas tanpa pidana Bukti lakban kuning alat kontrasepsi pelumas HP laptop kartu akses Diduga asphyxiation erotis yang gagal Keluarga ragu,kasus kematian diplomat arya daru pangayunan polisi kesimpulkan bunuh diri akibat mati lemas dari gangguan oksigen di saluran napas tanpa pidana bukti lakban kuning alat kontrasepsi pelumas hp laptop kartu akses diduga asphyxiation erotis yang gagal keluarga ragu,kasus kematian diplomat arya daru pangayunan polisi kesimpulkan bunuh diri akibat mati lemas dari gangguan oksigen di saluran napas tanpa pidana bukti lakban kuning alat kontrasepsi pelumas hp laptop kartu akses diduga asphyxiation erotis yang gagal keluarga ragu,"['kasus', 'kematian', 'diplomat', 'arya', 'daru', 'pangayunan', 'polisi', 'kesimpulkan', 'bunuh', 'diri', 'akibat', 'mati', 'lemas', 'dari', 'gangguan', 'oksigen', 'di', 'saluran', 'napas', 'tanpa', 'pidana', 'bukti', 'lakban', 'kuning', 'alat', 'kontrasepsi', 'pelumas', 'hp', 'laptop', 'kartu', 'akses', 'diduga', 'asphyxiation', 'erotis', 'yang', 'gagal', 'keluarga', 'ragu']","['kematian', 'diplomat', 'arya', 'daru', 'pangayunan', 'polisi', 'kesimpulkan', 'bunuh', 'akibat', 'mati', 'lemas', 'gangguan', 'oksigen', 'saluran', 'napas', 'pidana', 'bukti', 'lakban', 'kuning', 'alat', 'kontrasepsi', 'pelumas', 'hp', 'laptop', 'kartu', 'akses', 'diduga', 'asphyxiation', 'erotis', 'gagal', 'keluarga', 'ragu']",kematian diplomat arya daru pangayunan polisi kesimpulkan bunuh akibat mati lemas gangguan oksigen saluran napas pidana bukti lakban kuning alat kontrasepsi pelumas hp laptop kartu akses diduga asphyxiation erotis gagal keluarga ragu,mati diplomat arya daru pangayunan polisi simpul bunuh akibat mati lemas ganggu oksigen salur napas pidana bukti lakban kuning alat kontrasepsi lumas hp laptop kartu akses duga asphyxiation erotis gagal keluarga ragu
Menarik kes pegawai diplomat kementerian luar negeri Indonesia ni. Cctv rakam semua pergerakan dia. Tapi masa polis jumpa mayat di apartment dia siap ada kondom gel barang barang peribadi duct tape etc. Katanya saja diletak nak bagi nampak macam bunuh diri padahal murder,Menarik kes pegawai diplomat kementerian luar negeri Indonesia ni Cctv rakam semua pergerakan dia Tapi masa polis jumpa mayat di apartment dia siap ada kondom gel barang barang peribadi duct tape etc Katanya saja diletak nak bagi nampak macam bunuh diri padahal murder,menarik kes pegawai diplomat kementerian luar negeri indonesia ni cctv rakam semua pergerakan dia tapi masa polis jumpa mayat di apartment dia siap ada kondom gel barang barang peribadi duct tape etc katanya saja diletak nak bagi nampak macam bunuh diri padahal murder,menarik kes pegawai diplomat kementerian luar negeri indonesia nih cctv rakam semua pergerakan dia tapi masa polis jumpa mayat di apartment dia siap ada kondom gel barang barang peribadi duct tape etc katanya saja diletak nak bagi menampak macam bunuh diri padahal murder,"['menarik', 'kes', 'pegawai', 'diplomat', 'kementerian', 'luar', 'negeri', 'indonesia', 'nih', 'cctv', 'rakam', 'semua', 'pergerakan', 'dia', 'tapi', 'masa', 'polis', 'jumpa', 'mayat', 'di', 'apartment', 'dia', 'siap', 'ada', 'kondom', 'gel', 'barang', 'barang', 'peribadi', 'duct', 'tape', 'etc', 'katanya', 'saja', 'diletak', 'nak', 'bagi', 'menampak', 'macam', 'bunuh', 'diri', 'padahal', 'murder']","['menarik', 'kes', 'pegawai', 'diplomat', 'kementerian', 'negeri', 'indonesia', 'nih', 'cctv', 'rakam', 'pergerakan', 'polis', 'jumpa', 'mayat', 'apartment', 'kondom', 'gel', 'barang', 'barang', 'peribadi', 'duct', 'tape', 'etc', 'diletak', 'nak', 'menampak', 'bunuh', 'murder']",menarik kes pegawai diplomat kementerian negeri indonesia nih cctv rakam pergerakan polis jumpa mayat apartment kondom gel barang barang peribadi duct tape etc diletak nak menampak bunuh murder,tarik kes pegawai diplomat menteri negeri indonesia nih cctv rakam gera polis jumpa mayat apartment kondom gel barang barang peribadi duct tape etc letak nak tampak bunuh murder
@Bacaceritaapa kisah pembunuhan bunuh diri papan atas nih,kisah pembunuhan bunuh diri papan atas nih,kisah pembunuhan bunuh diri papan atas nih,kisah pembunuhan bunuh diri papan atas nih,"['kisah', 'pembunuhan', 'bunuh', 'diri', 'papan', 'atas', 'nih']","['kisah', 'pembunuhan', 'bunuh', 'papan', 'nih']",kisah pembunuhan bunuh papan nih,kisah bunuh bunuh papan nih
Hal goblok yang selalu gue lakuin kalo lagi suicidal itu denger musik keras dan malah nonton drama atau anime yang ada kasus pembunuhan atau bunuh diri. Tolol emang :),Hal goblok yang selalu gue lakuin kalo lagi suicidal itu denger musik keras dan malah nonton drama atau anime yang ada kasus pembunuhan atau bunuh diri Tolol emang,hal goblok yang selalu gue lakuin kalo lagi suicidal itu denger musik keras dan malah nonton drama atau anime yang ada kasus pembunuhan atau bunuh diri tolol emang,hal goblok yang selalu gue melakukan kalau lagi suicidal itu dengar musik keras dan malah menonton drama atau anime yang ada kasus pembunuhan atau bunuh diri tolol memang,"['hal', 'goblok', 'yang', 'selalu', 'gue', 'melakukan', 'kalau', 'lagi', 'suicidal', 'itu', 'dengar', 'musik', 'keras', 'dan', 'malah', 'menonton', 'drama', 'atau', 'anime', 'yang', 'ada', 'kasus', 'pembunuhan', 'atau', 'bunuh', 'diri', 'tolol', 'memang']","['goblok', 'gue', 'suicidal', 'dengar', 'musik', 'keras', 'menonton', 'drama', 'anime', 'pembunuhan', 'bunuh', 'tolol']",goblok gue suicidal dengar musik keras menonton drama anime pembunuhan bunuh tolol,goblok gue suicidal dengar musik keras tonton drama anime bunuh bunuh tolol
@ubatciret @Toha_ART @bareda @kumparan @DivHumas_Polri @ahriesonta Berdasarkan analisis sumber berita seperti Tempo Kompas dan Antara kesimpulan polisi bahwa kematian Arya Daru adalah bunuh diri karena asfiksia tampak didukung bukti forensik dan CCTV. Namun keraguan publik wajar mengingat sejarah kredibilitas polisi di Indonesia. Butuh,Berdasarkan analisis sumber berita seperti Tempo Kompas dan Antara kesimpulan polisi bahwa kematian Arya Daru adalah bunuh diri karena asfiksia tampak didukung bukti forensik dan CCTV Namun keraguan publik wajar mengingat sejarah kredibilitas polisi di Indonesia Butuh,berdasarkan analisis sumber berita seperti tempo kompas dan antara kesimpulan polisi bahwa kematian arya daru adalah bunuh diri karena asfiksia tampak didukung bukti forensik dan cctv namun keraguan publik wajar mengingat sejarah kredibilitas polisi di indonesia butuh,berdasarkan analisis sumber berita seperti tempo kompas dan antara kesimpulan polisi bahwa kematian arya daru adalah bunuh diri karena asfiksia tampak didukung bukti forensik dan cctv namun keraguan publik wajar mengingat sejarah kredibilitas polisi di indonesia butuh,"['berdasarkan', 'analisis', 'sumber', 'berita', 'seperti', 'tempo', 'kompas', 'dan', 'antara', 'kesimpulan', 'polisi', 'bahwa', 'kematian', 'arya', 'daru', 'adalah', 'bunuh', 'diri', 'karena', 'asfiksia', 'tampak', 'didukung', 'bukti', 'forensik', 'dan', 'cctv', 'namun', 'keraguan', 'publik', 'wajar', 'mengingat', 'sejarah', 'kredibilitas', 'polisi', 'di', 'indonesia', 'butuh']","['berdasarkan', 'analisis', 'sumber', 'berita', 'tempo', 'kompas', 'kesimpulan', 'polisi', 'kematian', 'arya', 'daru', 'bunuh', 'asfiksia', 'didukung', 'bukti', 'forensik', 'cctv', 'keraguan', 'publik', 'wajar', 'sejarah', 'kredibilitas', 'polisi', 'indonesia', 'butuh']",berdasarkan analisis sumber berita tempo kompas kesimpulan polisi kematian arya daru bunuh asfiksia didukung bukti forensik cctv keraguan publik wajar sejarah kredibilitas polisi indonesia butuh,dasar analisis sumber berita tempo kompas simpul polisi mati arya daru bunuh asfiksia dukung bukti forensik cctv ragu publik wajar sejarah kredibilitas polisi indonesia butuh
D jual lakban utk bunuh diri jauh lebih gampang!08116622772277 https://t.co/YycxDUfTYy,D jual lakban utk bunuh diri jauh lebih gampang,d jual lakban utk bunuh diri jauh lebih gampang,di jual lakban untuk bunuh diri jauh lebih gampang,"['di', 'jual', 'lakban', 'untuk', 'bunuh', 'diri', 'jauh', 'lebih', 'gampang']","['jual', 'lakban', 'bunuh', 'gampang']",jual lakban bunuh gampang,jual lakban bunuh gampang
@grok Berdasarkan rumor berita dan fakta yang beredar apa kira kira penyebab bunuh diri?,Berdasarkan rumor berita dan fakta yang beredar apa kira kira penyebab bunuh diri,berdasarkan rumor berita dan fakta yang beredar apa kira kira penyebab bunuh diri,berdasarkan rumor berita dan fakta yang beredar apa kira kira penyebab bunuh diri,"['berdasarkan', 'rumor', 'berita', 'dan', 'fakta', 'yang', 'beredar', 'apa', 'kira', 'kira', 'penyebab', 'bunuh', 'diri']","['berdasarkan', 'rumor', 'berita', 'fakta', 'beredar', 'penyebab', 'bunuh']",berdasarkan rumor berita fakta beredar penyebab bunuh,dasar rumor berita fakta edar sebab bunuh
gapapa gapapa terus tapi aslinya mau bunuh diri wkwk,gapapa gapapa terus tapi aslinya mau bunuh diri wkwk,gapapa gapapa terus tapi aslinya mau bunuh diri wkwk,gapapa gapapa terus tapi aslinya mau bunuh diri wkwk,"['gapapa', 'gapapa', 'terus', 'tapi', 'aslinya', 'mau', 'bunuh', 'diri', 'wkwk']","['gapapa', 'gapapa', 'aslinya', 'bunuh', 'wkwk']",gapapa gapapa aslinya bunuh wkwk,gapapa gapapa asli bunuh wkwk
@Marchfoward suka hati je fitnah kata bunuh diri kat pelajar yg mmg kuat imannya. Doakan la arwah dan doakan semoga kes ini terbela,suka hati je fitnah kata bunuh diri kat pelajar yg mmg kuat imannya Doakan la arwah dan doakan semoga kes ini terbela,suka hati je fitnah kata bunuh diri kat pelajar yg mmg kuat imannya doakan la arwah dan doakan semoga kes ini terbela,suka hati je fitnah kata bunuh diri kat pelajar yang memang kuat imannya doakan lah arwah dan doakan semoga kes ini terbela,"['suka', 'hati', 'je', 'fitnah', 'kata', 'bunuh', 'diri', 'kat', 'pelajar', 'yang', 'memang', 'kuat', 'imannya', 'doakan', 'lah', 'arwah', 'dan', 'doakan', 'semoga', 'kes', 'ini', 'terbela']","['suka', 'hati', 'je', 'fitnah', 'bunuh', 'kat', 'pelajar', 'kuat', 'imannya', 'doakan', 'arwah', 'doakan', 'semoga', 'kes', 'terbela']",suka hati je fitnah bunuh kat pelajar kuat imannya doakan arwah doakan semoga kes terbela,suka hati je fitnah bunuh kat ajar kuat iman doa arwah doa moga kes bela
Gue baru percaya kalo korban emang bunuh diri pake lakban kalo isilop mau praktek lakban muka sendiri. Tapi ga boleh dilepas sama sekali selama 5 jam ,Gue baru percaya kalo korban emang bunuh diri pake lakban kalo isilop mau praktek lakban muka sendiri Tapi ga boleh dilepas sama sekali selama jam,gue baru percaya kalo korban emang bunuh diri pake lakban kalo isilop mau praktek lakban muka sendiri tapi ga boleh dilepas sama sekali selama jam,gue baru percaya kalau korban memang bunuh diri pakai lakban kalau isilop mau praktek lakban muka sendiri tapi tidak boleh dilepas sama sekali selama jam,"['gue', 'baru', 'percaya', 'kalau', 'korban', 'memang', 'bunuh', 'diri', 'pakai', 'lakban', 'kalau', 'isilop', 'mau', 'praktek', 'lakban', 'muka', 'sendiri', 'tapi', 'tidak', 'boleh', 'dilepas', 'sama', 'sekali', 'selama', 'jam']","['gue', 'percaya', 'korban', 'bunuh', 'pakai', 'lakban', 'isilop', 'praktek', 'lakban', 'muka', 'dilepas', 'jam']",gue percaya korban bunuh pakai lakban isilop praktek lakban muka dilepas jam,gue percaya korban bunuh pakai lakban isilop praktek lakban muka lepas jam
@Knaz11111 @Zentizen_ Masuk akal sih kalau bunuh diri toh sbelumnya dia ke atap. Bisa jadi mau loncat dari atap. Tapi berhubung polisi Indo suka merekayasa/mengarang jadi tampak meragukan apa penyebab kematian yg sebenarnya,Masuk akal sih kalau bunuh diri toh sbelumnya dia ke atap Bisa jadi mau loncat dari atap Tapi berhubung polisi Indo suka merekayasa mengarang jadi tampak meragukan apa penyebab kematian yg sebenarnya,masuk akal sih kalau bunuh diri toh sbelumnya dia ke atap bisa jadi mau loncat dari atap tapi berhubung polisi indo suka merekayasa mengarang jadi tampak meragukan apa penyebab kematian yg sebenarnya,masuk akal sih kalau bunuh diri toh sbelumnya dia ke atap bisa jadi mau loncat dari atap tapi berhubung polisi indonesia suka merekayasa mengarang jadi tampak meragukan apa penyebab kematian yang sebenarnya,"['masuk', 'akal', 'sih', 'kalau', 'bunuh', 'diri', 'toh', 'sbelumnya', 'dia', 'ke', 'atap', 'bisa', 'jadi', 'mau', 'loncat', 'dari', 'atap', 'tapi', 'berhubung', 'polisi', 'indonesia', 'suka', 'merekayasa', 'mengarang', 'jadi', 'tampak', 'meragukan', 'apa', 'penyebab', 'kematian', 'yang', 'sebenarnya']","['masuk', 'akal', 'bunuh', 'sbelumnya', 'atap', 'loncat', 'atap', 'berhubung', 'polisi', 'indonesia', 'suka', 'merekayasa', 'mengarang', 'meragukan', 'penyebab', 'kematian']",masuk akal bunuh sbelumnya atap loncat atap berhubung polisi indonesia suka merekayasa mengarang meragukan penyebab kematian,masuk akal bunuh sbelumnya atap loncat atap hubung polisi indonesia suka rekayasa arang ragu sebab mati
